	Text	Emotion
2159	i am feeling so much sadness realising that i have gone through life like this but it is such a celebration that now i no longer have to harden to hide that i am scared from myself and others	1
2160	i feel i begin to compare myself to others what an ugly and painful thing to do	3
2161	i was left feeling embarrassed stupid but i was on a mission to fuel up with coffee is this an excuse	3
2162	i fall off when my uncle hits so i cant imagine what it must feel like to go mph other than cool and possibly painful	2
2163	i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold	0
2164	i was still feelin kind of irritable and funky from the day before but so it goes	0
2165	i feel welcomed by my confidence that i belong here	2
2166	i write these words i feel sweet baby kicks from within and my memory is refreshed i would do anything for this boy	2
2167	i can t wait to get it over with i m not feeling stressed but absolutely hating studying	3
2168	i feel petty for thinking like i have i feel stupid that i let things get to me so easily	0
2169	i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent	3
2170	when they phoned me from greatbritain to tell me that i could go there	2
2171	i was hoping i could rock a bikini with my belly this summer but im not feeling very cute at this stage	2
2172	i bet taylor swift basks in the knowledge that the boys she writes songs about probably feel tortured	1
2173	i do feel weird making an exact replica of someone else work	1
2174	i felt like spock amongst a world of humans it was difficult for me to reciprocate feelings for someone because i was so terrified of being hurt and i refused to let other people into my world	1
2175	in sweden	1
2176	i feel idiotic and wierd in this class	3
2177	i die wont some man make me feel that lifes worthwhile	2
2178	i am not holding in my anger but i am holding it back so that i can still choose with a clearer mind and can feel it without executing someone for something petty	0
2179	i was feeling apprehensive about my journey because i would be using public transportation the whole way	1
2180	i woke up feeling this aching in my heart	3
2181	watching a violent movie	0
2182	i feel like she needs more but shes content so i guess its working along with that shes our little pipsqueak	2
2183	i cant help but feel so helpless	3
2184	i usually have a solution to these kinds of situations but right now i just feel unhappy and run down	3
2185	i would not be bragging about what amounts to a b but i feel very triumphant about it because i had such a struggle in algebra before and would have been thrilled to get a b then	2
2186	i just had a baby i feel crappy about myself and my husband doesn t seem to want to have sex with me as often	3
2187	i dont know that i am feeling fearful	1
2188	i feel that while i was furious with the ra and the mug i was polite to her	0
2189	i feel i hated you despised you yet you can make me happy even when i was sad in a matter of minutes	3
2190	im still feeling pretty gloomy if truth be told	3
2191	i am angry that my employers do not invest in us at all training pay increases bank holidays and it feels like injustice so i feel helpless	1
2192	i couldn t feel positive emotions of any sort	2
2193	i feel i am so strong enough to take this pain thinking how you did me wrong	2
2194	i start to feel annoyed about the whole thing and end up ordering pizza	0
2195	i feel a bit hesitant about the whole thing given my past two experiences and the fact that i m going to start a new novel while i work on my current wip because i feel like it would be cheating to count the words on my current wip even though i m only about words into it	1
2196	i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people	0
2197	i know many young women sometimes feel like their career is much more important than a family but i would like to share with them the fact that they have a biological clock and at a certain time they may wish to have children but can t yet a man can still have children	2
2198	i feel that i have often entertained people by not saying what came to my mind in that moment and instead by making up stories or adding some extras especially because	2
2199	i feel really lucky for everything i have this year a job a roof over my head heat and the ability to give my kids a fun christmas and if i have a little left over i want to pass if forward as the saying goes there but for the grace of god i go	2
2200	i will still feel insecure	1
2201	i didnt let the swim leave me feeling defeated	3
2202	i do not however feel in any way hostile to anyone or capable of violence	0
2203	i feel bad for searching for rule	3
2204	i feel like people are aggravated with me but why	0
2205	i admit to feeling a little foolish when i first arrived	3
2206	i feel irritated useless and hopeless	0
2207	i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist	0
2208	i have played a great set i feel really hesitant to ask	1
2209	i plan to volunteer for red cross helping immigrants and refugees to feel welcomed and accepted in our local community	2
2210	i feel but night time is something utterly charming for me	2
2211	i was starting to feel nervous all this lifetime of fandom and build up and there i stood donning my vip sticker	1
2212	i quit my job in financial services feeling disheartened and disillusioned and i took a complete u turn in my career returning to university and studying something very different from what id been doing in my job	3
2213	i am feeling faithful about my project	2
2214	i feel so impatient when it comes to certain issues	0
2215	i feel that the perpetrator should be punished to the full extent of the law	3
2216	i feel the carefree days of my youth doing the same	2
2217	i feel resentful of him trying to control what i do but i also don t want to do anything rash	0
2218	i feel all depressed	3
2219	i feared would happen with a amp a after last weeks ep is now playing out just as i had pictured it in a way that makes every scene with annie and auggie just make me feel miserable	3
2220	i dunno where that feeling came from and im not terribly keen to feel it again	2
2221	i do feel respected and loved more and more at school and within the community	2
2222	i hate when im refered to that game guitar hero i mean its cool but i got the name kinda before lol and now i feel bitchy so stay the fuck outta my way	0
2223	i am feeling extremely annoyed and restless	0
2224	i go back to that day however and hear jesus words the son of man has authority to forgive sins on earth i feel electrified and doubtful	1
2225	i get the nasty feeling that my posts are boring the pants off everyone	3
2226	i dont really feel his presence but im eager to hear news about him	2
2227	i go to tell someone to feel her kick she gets shy and stops	1
2228	i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions	0
2229	i feel so blessed and honored that we get to be its parents	2
2230	i feel like all this allergen free cooking is making me way better prepared for christmas because now i have recipes that will accommodate all my family s restrictions	2
2231	i feel bad about that but this last years i started to realize no matter how many friends i have or know it doesnt matter im still a loner	3
2232	i was feeling somewhat defeated and completely at a loss of what to do next	3
2233	i think we ve all known the tyrant he dedicates his whole life to making money so he can use it to feel superior and control those in his life	2
2234	i can t believe i feel so petrified	1
2235	i feel like im almost uh afraid of everything so to speak	1
2236	i feel writing to sell to pander to popular taste just to make money is a sucker s game	2
2237	im slow about this but it does feel weird returning to a home without your mum anymore	1
2238	i feel hated betrayed paranoid childish and hurt	3
2239	i feel very privileged to know each and every one of you	2
2240	i can feel myself slowly uncoiling from the fearful place inside and enjoying the time as i hope he can enjoy it and starting to actually swim around a bit rather than just walk in the water	1
2241	i somehow feel terrified as though if i dare slow down or walk in place to catch my breath billy blanks will jump out of the screen and yell into my face with all his fierceness	1
2242	i am feeling uncertain and insecure and fearful	1
2243	i feel like i am kinda being bitchy to alot of people but whatever	0
2244	i feel like drinkin drinkin angry someones gonna die whiskey and beer les paul a href http farm	0
2245	i be able to look them in the face again without feeling awkward	3
2246	i moved into uni today and i feel so homesick and lonely and useless and part of mes saying fuck it go home and get a job and sod the degree	3
2247	i didnt want aubrey to feel pressured or rushed into baptism but then i realized that she doesnt need to have a perfect knowledge in order to be baptized	1
2248	i think he was feeling playful and lonely cuz he was the only creature in the living room	2
2249	i wasnt sure if i could be concerned when there were people around me feeling incredibly apprehensive some turning back while i may as well have been dancing up the cliff face	1
2250	i am feeling a little skeptical today	1
2251	i awoke an hour after feeling groggy	3
2252	i want to please him but i feel resentful that he doesn t get how exhausted i feel all the time and how painful it is for me when i m not warmed up properly	0
2253	i feel a mad connection with your body and this is how i decided to kick off side a	0
2254	i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder	1
2255	i left feeling hopeful given i had felt some really good twinges releases aaaaaaand	2
2256	i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts	0
2257	i feel at this point i ought to just add my sincere apologies to her for taking so long to commit my tag to my blog and hand over the baton to someone else to run with	2
2258	i was trying to be a friend to him so that he wouldnt feel rejected by me	3
2259	im also pretty close to just exiting out of the window because i feel like this makes me look freakishly neurotic	1
2260	staying alone in the biology building after the dark	1
2261	ive come home for the holidays i feel so much more mellow	2
2262	im feeling a little disillusioned about vision therapy lately	3
2263	i have been staying in the word and memorizing scripture and through this i feel that god is showing me just how ugly my heart is	3
2264	i hurt went on and found someone more worthwhile so why when i cast my mind back to those times does it still make me feel ashamed	3
2265	i feel nervous i dont feel super confident that i have it until i have the trophy	1
2266	im feeling kind of lonely right now even though i just talked to jack sarah and a lot of my other friends	3
2267	i feel there was something divine happening there	2
2268	i finally fell asleep feeling angry useless and still full of anxiety	0
2269	i didn t expect reps to make me ache really especially as i often lift heavier for more reps but i have to say i can feel my muscles aching already	3
2270	i am so thankful that though things are a bit overwhelming he has sent people into our lives to help me not feel so neurotic	1
2271	i feel it is so important to support them with that extra money so they are able to go to a pub for a drink or anywhere else they wish to	2
2272	i feel like being sociable having someone over or going out and chilling somewhere	2
2273	i commented trying to keep my voice reasonably free from the feelings which gripped me i believe were beaten hendricks	3
2274	i finally feel content with life	2
2275	i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility	0
2276	i almost feel startled	1
2277	i remind myself or am reminded of my passions and opinions i just feel incredibly agitated and frustrated there is this ball of energy with no channel to travel	1
2278	i know but i m also upset because i increasingly get the feeling that i m a pleasant accessory	2
2279	i dint feel any strong pain yet just cramping which comes and go like what i used to have during menses	2
2280	i not now creative muse feels so low lack words to haiku for haiku heights prompt confession p	3
2281	i feel honoured to have won a few prizes this year in a local photography exhibition and have recently been asked by getty images for quite a number of my photos to be part of their world renowned collection of photographic images	2
2282	i feel suspicious when i see this redundant use of the credential	1
2283	i even got mad at god a little because i feel like im being punished	3
2284	i feel it is important to give my views regarding the events which took place at general synod this last week	2
2285	i feel pressured to come up with something else funny to write about	1
2286	i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us	1
2287	i know but it still feels very unpleasant	3
2288	i wish i didnt feel this afraid to talk to new people	1
2289	i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now	0
2290	i think about it the worse i feel in his shoes i would be devastated not least because it was as far as he was concerned sort of out of the blue	3
2291	i it did not feel sincere	2
2292	i can feel the pain and remember that im in here thats when i can relax a little and breathe normally and calm myself down	2
2293	i feel like i have gone for broke	3
2294	i woke up feeling listless and dehydrated from a weekend that included a strip club tackle football hours of binge drinking and a hockey game so i decided not to go to work	3
2295	i tuck the fear back into a quiet chamber of my heart to ponder it for another day when i am feeling less brave	2
2296	i was feeling stressed and a little lonely earlier and now i feel stressed lonely and sick	3
2297	i slow a bit to stay with him partly because i am feeling like if i start to win he will just give up and partly because i am afraid that if i push it he will kill himself trying to stay with me	1
2298	i feel the earth move tribute to carole king karaoke mix bewertung rel nofollow target blank	3
2299	i feel like an ass when i have to ask someone what their delicious looking dessert is made of	2
2300	i feel as though my own snowglobe is being shaken and im still flying through the air	1
2301	i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything	0
2302	i feeling so low now	3
2303	i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time	0
2304	i feel like a soda in a can shaken turbulently and flew violently out of its container the moment it felt air exchanging its freedom to you	1
2305	i feel very hostile at the thought of taking out my credit card	0
2306	i feel insecure and lack of confidence	1
2307	i have been aware of one traumatic memory that has been surfacing on and off leaving me feeling nauseas and gently terrified always	1
2308	ive been feeling disgusted and ashamed	0
2309	i have exactly weeks to train and prepare which is perfect and so now with week one almost done im feeling excited and trying not to get too nervous as i look ahead at some of the longer runs on the schedule	2
2310	im feeling wimpy about this i know a one year old who has been sent to the old country for a year so the parents can work	1
2311	im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk	3
2312	i feel foolish	3
2313	i feel agitated annoyed and i see feel the darkness everywhere	1
2314	i think unconsciously subconsciously i feel like a vile vile being	0
2315	i will close my eyes and recite the following mantra every day and whenever i m feeling unsure frustrated or shiftless with my progress towards my top body	1
2316	i feel sooo soo lucky	2
2317	i feel super warm and nice so i smile or i cry	2
2318	i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore	0
2319	i was feeling i half joked ive been undressing you with my eyes for months already the rest of me is eager to share in the fun	2
2320	i feel jealous when i know he go out with other women	0
2321	i feel they re going to strengthen the divas division with even more talented female wrestlers and then we re gonna see things shake up more	2
2322	i have had a few days off work and i am feeling very relaxed and lucky to share and enjoy them with my hubby	2
2323	ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt	1
2324	i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me	3
2325	i feel like i m in some weird limbo between childhood and adulthood	1
2326	i feel irritable like no other and running will def cure that	0
2327	i dont drink green charged water for a few days i feel irritable and disoriented	0
2328	im feeling a bit jaded	3
2329	i feel extremely awkward when they interview people for my job	3
2330	i feel pleased with myself when i see you proud of me	2
2331	i feel resentful that i have too	0
2332	i would then plunge into the icy depths feeling invigorated and invincible	2
2333	i feel it s so obnoxious another vocab word	0
2334	i feel completely blessed to have such wonderful family and friends	2
2335	i have to feel whiney when i m just today one week out of surgery major abdominal surgery	3
2336	i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book	0
2337	i will admit that i do feel a little envious when i hear of young writers who do so well	0
2338	i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one	3
2339	i feel like i missed out a bit in not reading this series in order	3
2340	i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm	1
2341	i do love making them feel welcomed and excited about starting high school	2
2342	i apologize to anyone who may feel i have been a neglectful slacker mcslackerson	3
2343	i think they enjoyed the event because it made them feel welcomed	2
2344	im so stoned on endorphin that all i can feel is my leg muscles seizing into petrified meat	1
2345	i remember feeling frantic at this point	1
2346	i feel like if you get something really cool you could easily turn it into a finished piece but that s kind of up to what you get out of the two hours	2
2347	im still feeling terrible even though ive had some good days	3
2348	i was most stressed about have finally come to an end and i feel relieved	2
2349	i hoped he didn t feel the shiver that ran through me but maybe he did i was startled when he pulled away from me	1
2350	i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories	0
2351	i feel like im some troubled sad anti social person	3
2352	i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la	3
2353	i just make assumptions based on what i see think feel i ve wondered this before with strange things	1
2354	i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself	3
2355	i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients	0
2356	i refuse to let myself feel bitter about the small sacrifices we have to make	0
2357	im zooming right through the second trimester and i feel fantastic just as i did with trinity	2
2358	i feel uptight is it any wonder i dont know whats right	1
2359	i sooooo understand feeling like an ugly brown pair of shoes in a world of designer tuxedos complete with diamond cufflinks	3
2360	i feel like the fans see the girls as wimpy and not as good as the guys	1
2361	ive also begun going through a round of self edits on the first episode of season three and im feeling quite thrilled with how its fitting together	2
2362	i feel so dull and inadequate around big house but such a constrained extrovert in my own home	3
2363	i noticed earlier not involved in the group s turn to speak in front of the class and you could feel how nervous he was	1
2364	i am missing some very important information or anything please feel free to post comments below because even though i have been interested in the style for years i have only been wearing the style and officially in the community for about a year and a half	2
2365	i feel annoyed img class aligncenter size full wp image src http mrdanbaird	0
2366	ive been feeling particularly thankful for my husband which is a sure sign i have a brain tumor or something terribly amiss with my noodle	2
2367	i would not hurt you or make you feel pain i would not have been so vain	3
2368	im feeling intimidated by my own achievements	1
2369	i feel really blessed	2
2370	i feel honored to have that kind of support	2
2371	i feel low just thinking about my motherland gives me a fresh boost of energy	3
2372	i feel fucked tape last year make sure you get this	0
2373	i feel like i can play with the work more than if it was trying to be some precious expensive masterpiece	2
2374	i feel like they would only mask or dull the problems instead of help me work my way through them	3
2375	i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted	0
2376	i feel the need to knock one of my beloved darlings off of my list to make room for hugh laurie aka dr	2
2377	i had already gone on my morning run with gyp and was feeling fairly energetic	2
2378	i take a long sip and feel the cold sensation of the iced capp	0
2379	i feel really thrilled to learn	2
2380	i dont know if i should feel dismayed or pleased that he tells me that they have just taken on new staff first time in years	3
2381	i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person	3
2382	i had not yet gotten married and that coupled with the pressures of being a senior pastor coupled with the reality of my glaring inexperience made me feel quite stressed	0
2383	i feel soooo impatient	0
2384	i know at least one other person besides myself was feeling nervous and anxious about getting started	1
2385	i might start feeling nervous tomorrow but im not sure	1
2386	i wasnt feeling so ashamed that i spent a whole lotta time and precious energy doing this mind you	3
2387	i did feel scared now	1
2388	ive also made it with both sugar measurements but i feel like cup is just too sweet for me	2
2389	i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper	0
2390	im desperately trying to stay away from black so i really am feeling proud whenever i put together a colourful outfit	2
2391	i am able to write a full letter in insular minuscule and i will probably never have the skill of xviith century writing masters such as maria strick or jan van den velde but i feel that learning a craft is a worthwhile effort in and for itself	2
2392	i possibly feel foolish for	3
2393	when i first heard i like you from my boyfriend	2
2394	i still feel so irritable every day	0
2395	i like to be comfortable and usually silence helps although at times i absolutely need music and a couple of hours off just so that i don t feel rushed	0
2396	i wasnt feeling that playful or that drunk	2
2397	i feel very helpless and even useless	3
2398	i reali feel glad	2
2399	i honestly loved this place and felt pretty comfortable here but after this i don t really know how to feel the school has taken action to help me get through this unfortunate situation which i am really happy about because i wasn t expecting any support	3
2400	i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word	1
2401	i almost feel greedy with my rd child when so many people i know are working so hard for or	0
2402	i think you only ask for help to make me feel useful and help me gain some perspective	2
2403	i can really truly only say that i feel that i am passionate about teaching	2
2404	i started feeling like i was being paranoid since it kept happening	1
2405	i do not like exposing myself because i end up feeling vulnerable	1
2406	i love my increased intense feeling of connection to the divine	2
2407	im sure ive got it right and my state of unencumberedness despite many years of feeling like i couldnt keep up anybody else is causing me to see my life as charmed	2
2408	i feel ashamed to tell somebody that	3
2409	im so afraid that im bipolar because that feels too much like being like that kids i hated in th grade the kids who nearly drove me to suicide for the first time in my life	3
2410	i always love working with different designers for the first time especially when i feel they are talented innovative and fun	2
2411	i made this i felt some relief from the fear and anxiety but i started feeling pissed again with a whole new set of memories	0
2412	im feeling pretty guilty for not even being in the library whilst writing this so imma get my stuff together and dramatically exclaim	3
2413	i have to tell you that i feel insulted	0
2414	i alive i feel so defeated with this issue	3
2415	i feel horrible they wrote again and again personifying an act they were not the cause of it was their progeny who should be genuflecting at her the wronged woman s feet	3
2416	i have been neglecting the feeling of people around me i was stubborn	0
2417	i feel like i only get mad if i think someones doing something thats really unjust	0
2418	i have not read any of the books but i feel sure that there is one man in the moon at least if not more	2
2419	i feel paranoid that every time i log onto facebook or attend church that im about to find out yet another friend is pregnant	1
2420	i feel a bit frustrated with myself as i know i m not getting out of my dogs in the ring or at training if i m honest at moment due to me but i ll continue to do the remaining shows i ve entered until the end of july as long as we re all enjoying it	0
2421	i would still feel weird	1
2422	i feel like a horrible rotten person for thinking that this is the most isolating thing a woman can go through and some days being tough is not an option	3
2423	i feel i feel ok and then i wake up	2
2424	i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin	1
2425	i don t want to feel resigned to the typically american life and i know a lot of others aren t happy with that either	3
2426	i know you feel supporting an inept city manager who has cost the tax payers millions already with his bungling is important	2
2427	i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm	1
2428	i just feel you so so dont be afraid naega deo apaya hae and pray again dasi neol chajeul su itge sigani heureulsurok gaseumi apawa i need you go back in time dan hanbeon manirado forgive my sins wo doedollil suman itdamyeon i gotong ttawin naegen so so sloth	1
2429	i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty	1
2430	a few monthe ago	0
2431	i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them	1
2432	i feel this is very dangerous	0
2433	i often find myself feeling assaulted by a multitude of sense impressions	3
2434	i am left feeling like the greedy bastard and i hate it	0
2435	i feel strong style color black line height	2
2436	i feel kind of uncomfortable as i m about to write a not so favorable review about starters	1
2437	i like to know just because i hate feeling like the drama doesn t know but in this case i feel like there s so much territory to mine that i m content to enjoy the ride	2
2438	im feeling passionate about in my own home	2
2439	i do not know what to do in my current space to make myself feel more comfortable	2
2440	i feel like im a hateful person sometimes	0
2441	i feel very distraught tonight	1
2442	im feelin spiteful so well actually visit my house to watch rally finland	0
2443	i came away from the experience feeling rather confused and it left a sour taste in my mouth	1
2444	i feel dumb packing when i can t even get a straight answer about whether or not i m actually going to be able to move somewhere	3
2445	i went into that feeling more than a little bit scared as my running training to date had been almost non existent	1
2446	i now can t help but feel like i ve been sloughed over like an unwelcome burden kathumped on the ground	3
2447	i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned	1
2448	im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike	0
2449	i am feeling fine today and felt fine yesterday	2
2450	i feel like i missed the point with this book and therefore i feel kind of dumb	3
2451	i feel so uncertain about everything right now	1
2452	i just feel really irritable and everything drives me insane	0
2453	i really hope you like my card and feel inspired to make christmas cards and a href http papermakeupstamps	2
2454	occured while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for	1
2455	i feel pretty weird about that considering what my friends and colleagues in nyc and new jersey are going through but it s just the reality	1
2456	i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two	0
2457	i realized this weekend that i am feeling somewhat apprehensive about this surgery	1
2458	i feel kinda idiotic because i talked to the bass player shahzad ismaily when i got two shirts and i didnt say anything to him	3
2459	i wake up and i open up my eyes i feel an aching in my heart that s when i realize	3
2460	i feel i just couldn t be bothered with some of the things that used to keep me up at night	0
2461	i feel that the world is a tragic and woeful place to live in	3
2462	i am no longer red it feels weird	1
2463	i just couldnt shake the feeling that he is being left out somehow and i sort of hated that i had done this to him	0
2464	i put forward to all their social diktats make them feel i am rebellious towards their authority	0
2465	i feel jealous of everyone who has the chance to meet you everyday	0
2466	i didnt feel threatened at all by the people like i would have for the first minutes walking in indonesia	1
2467	i know people usually feel devastated when someone they know dies the fact that they didnt invite me to the funeral has hurt a lot	3
2468	i am saying that i am feeling helpless now that i have to walk on toes	1
2469	im feeling pressured because it is crunch time with looming deadlines once i hit the airport thursday i know ill be too busy to worry with the other items for a few days	1
2470	im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude	0
2471	i was feeling apprehensive about my life as a student i felt like i couldnt succeed wouldnt succeed could never succeed	1
2472	i feel shamed mentioning the fact that i owned a nokia	3
2473	i feel like having read ulysses is a club of really smart and fun people and i want to join that club	2
2474	i have been writing and playing too which feels quite wonderful	2
2475	i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do	1
2476	i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters	0
2477	i feel so useless and idle	3
2478	i feel pretty content i feel pretty content	2
2479	ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great	1
2480	i feel pathetic and am asking myself how i could even let things get to that point but i did	3
2481	i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic	3
2482	i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry	2
2483	i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight	1
2484	i feel like such a confused person lately sigh	1
2485	im feeling cranky im very defensive about it	0
2486	i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image	0
2487	i have nothnig to say im just feeling giggly as someoen on lauging gas	2
2488	i feel intelligent on the outside in comparison to most people i know though i feel so empty on the inside	2
2489	i am feeling like i need to add this photo to my if he wasn t rich she wouldn t be with him a title there is no way this man would have this chick if he wasn t rich biggie kevin hart wiz khalifa bu thaim and jay z href http www	2
2490	ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment	0
2491	i generally feel just hopeful enough to get by	2
2492	i am still spinning from all the activities but also feeling invigorated and excited by all the demos talks panel discussions exhibitions conversations the art fair the communal meals the art exchange the books the vendor room	2
2493	i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent	1
2494	i asked whether if he feel shy around me he said no and he say because im a very active person	1
2495	i feel embarrassment and shame of being victimized	3
2496	i feel offended when friends especially married friends somehow judge me for not being married yet	0
2497	i had this feeling that i would be welcomed by the art scene here	2
2498	im under a lot of stress and feeling overwhelmed	1
2499	i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse	1
2500	i feel more self assured and confident in my abilities	2
2501	i just feel left out hated extra	0
2502	i don t feel insulted because it doesn t sound insulting at all	0
2503	i feel pissed my friend didnt offer me a soda	0
2504	i am no i feel melancholy despondent often angry	3
2505	i cant even tell you how refreshed i feel exhausted	3
2506	im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning	3
2507	i feel our relationship is more divine and informal	2
2508	i have a feeling she wasnt innocent in this	2
2509	i feel disgusted c kj rel bookmark class permalink nov middot	0
2510	i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die	0
2511	i feel so happy today me so	2
2512	i was feeling really rotten	3
2513	i feel ugly today	3
2514	im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese	1
2515	i was in control and now i feel that i have lost it	3
2516	i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways	2
2517	i learned from him that being rich and feeling rich are two different things	2
2518	i look upon one of the main reasons wherefore guys feel that they have to one or the other be rich or have some crazy ableness or be a jerk to breed women is because that is which we see whenever we look forward television or on any other indulgent of media	2
2519	i have loved not feeling rushed here	0
2520	i think that for as much as i could feel myself trying to hide it my face must have betrayed the fact that i was none too pleased about being woken at such ungodly hour in the afternoon	2
2521	ive got a feeling that yesubais story sets up everything that happens in this world and im hopeful that all these horrible things she goes through brings around some kind of goodness	2
2522	im feeling kinda shaky my mind is full of doubt good luck love you	1
2523	i am surprised no one is feeling repressed misrepresented or offended by it	3
2524	i am feeling a bit groggy today	3
2525	i feel it when i get hurt on little things	3
2526	i sci makes you feel like the earth and life as we know it is doomed	3
2527	i just mentioned i m feeling kind of stress free right now	2
2528	im feeling really annoyed today	0
2529	i was still feeling terrible sore throat body aches stuffy nose congested etc	3
2530	i am hoping i am still feeling playful in a few days	2
2531	i can give some support to these young people i feel like i m doing something worthwhile	2
2532	i do feel picoult is a talented writer the subject matter put me in a state of depression	2
2533	i feel lonely a class post count link href http sporkgasm	3
2534	im still feeling a bit shaken	1
2535	i feel annoyed at the fact that i m three weeks out of chemotherapy and i m getting annoying pinching niggles in my back	0
2536	i think of these folks when i am feeling miserable for having to acknowledge i must actually do something to make the world a better place	3
2537	i am again in the same place waiting and i cant help but feel i am waiting in joyful hope	2
2538	i feel for these people they are some of the smartest most talented people i have ever met	2
2539	i feel cool calm and collected	2
2540	i feel uncomfortable depending on my partner to meet my needs	1
2541	i sometimes feel i am being stubborn not out of spite but rather in spite of myself	0
2542	i feel agitated right on through	1
2543	i had to do was heal they said and i was feeling pretty hopeful about that	2
2544	i feel are flawless while they slowly declined in quality after that	2
2545	i feel like i am nothing but pathetic	3
2546	i was blessed but in some ways i feel like im being tortured by divinity	1
2547	i was like that too before i really heck care about having nice feeds and post whatever photos i feel like they only comment on cool peoples photos	2
2548	i feel proud about her	2
2549	i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then	1
2550	i went to pick up the kids feeling scared and trembly and very self critical for my stupidity	1
2551	i feel like a beaten pi ata spewing unhealthy emotions and defeat	3
2552	i just feel really pissed off actually and stressed	0
2553	i hate that colby wasnt feeling well that day but im very thankful that he is feeling better now	2
